Label, CenterX(mils) from left corner, CenterY(mils) from left corner, Radius(mils), Suitable for Bellatrix team?
528, 2544.64, 691.2, 16.191885986328124, No
529, 2442.2400000000002, 691.2, 16.191885986328124, No
530, 2339.84, 691.2, 16.191885986328124, No
531, 2237.44, 691.2, 16.191885986328124, No
532, 2135.04, 691.2, 16.191885986328124, No
533, 2042.88, 691.2, 16.191885986328124, No
534, 1940.48, 691.2, 16.191885986328124, No
535, 1838.08, 691.2, 16.191885986328124, No
536, 4029.44, 680.96, 16.191885986328124, No
537, 3937.28, 680.96, 16.191885986328124, No
538, 3834.88, 680.96, 16.191885986328124, No
539, 3742.7200000000003, 680.96, 16.191885986328124, No
540, 3640.32, 680.96, 16.191885986328124, No
541, 3537.92, 680.96, 16.191885986328124, No
542, 3445.76, 680.96, 16.191885986328124, No
543, 3343.36, 680.96, 16.191885986328124, No
544, 3240.96, 680.96, 16.191885986328124, No
545, 3138.56, 680.96, 16.191885986328124, No
546, 3041.28, 686.08, 20.48102294921875, No
547, 4321.28, 588.8000000000001, 15.361024169921876, No
548, 4224.0, 588.8000000000001, 16.191885986328124, No
549, 4131.84, 588.8000000000001, 16.191885986328124, No
550, 4029.44, 583.6800000000001, 15.361024169921876, No
551, 3937.28, 588.8000000000001, 16.191885986328124, No
552, 3834.88, 588.8000000000001, 16.191885986328124, No
553, 3732.48, 588.8000000000001, 16.191885986328124, No
554, 3640.32, 588.8000000000001, 16.191885986328124, No
555, 3537.92, 583.6800000000001, 15.361024169921876, No
556, 3435.52, 588.8000000000001, 16.191885986328124, No
557, 3343.36, 588.8000000000001, 16.191885986328124, No
558, 3240.96, 583.6800000000001, 15.361024169921876, No
559, 3138.56, 588.8000000000001, 16.191885986328124, No
560, 3041.28, 588.8000000000001, 15.361024169921876, No
561, 2944.0, 588.8000000000001, 16.191885986328124, No
562, 2841.6, 588.8000000000001, 16.191885986328124, No
563, 2739.2000000000003, 588.8000000000001, 16.191885986328124, No
564, 2636.8, 588.8000000000001, 16.191885986328124, No
565, 2544.64, 588.8000000000001, 16.191885986328124, No
566, 2442.2400000000002, 588.8000000000001, 16.191885986328124, No
567, 2339.84, 588.8000000000001, 16.191885986328124, No
568, 2237.44, 588.8000000000001, 16.191885986328124, No
569, 2135.04, 588.8000000000001, 16.191885986328124, No
570, 2042.88, 588.8000000000001, 16.191885986328124, No
571, 1940.48, 588.8000000000001, 16.191885986328124, No
572, 1838.08, 588.8000000000001, 16.191885986328124, No
573, 4321.28, 486.40000000000003, 15.361024169921876, No
574, 4224.0, 486.40000000000003, 16.191885986328124, No
575, 4126.72, 486.40000000000003, 15.361024169921876, No
576, 4029.44, 486.40000000000003, 16.191885986328124, No
577, 3927.04, 486.40000000000003, 16.191885986328124, No
578, 3834.88, 486.40000000000003, 16.191885986328124, No
579, 3732.48, 486.40000000000003, 16.191885986328124, No
580, 3640.32, 486.40000000000003, 16.191885986328124, No
581, 3537.92, 486.40000000000003, 16.191885986328124, No
582, 3435.52, 486.40000000000003, 16.191885986328124, No
583, 3343.36, 486.40000000000003, 16.191885986328124, No
584, 3240.96, 486.40000000000003, 16.191885986328124, No
585, 3138.56, 486.40000000000003, 16.191885986328124, No
586, 3036.16, 486.40000000000003, 16.191885986328124, No
587, 2944.0, 486.40000000000003, 16.191885986328124, No
588, 2841.6, 486.40000000000003, 16.191885986328124, No
589, 2739.2000000000003, 486.40000000000003, 16.191885986328124, No
590, 2636.8, 486.40000000000003, 16.191885986328124, No
591, 2539.52, 486.40000000000003, 15.361024169921876, No
592, 2442.2400000000002, 486.40000000000003, 16.191885986328124, No
593, 2339.84, 486.40000000000003, 16.191885986328124, No
594, 2237.44, 486.40000000000003, 16.191885986328124, No
595, 2135.04, 486.40000000000003, 16.191885986328124, No
596, 2032.64, 486.40000000000003, 16.191885986328124, No
597, 1940.48, 486.40000000000003, 16.191885986328124, No
598, 1838.08, 486.40000000000003, 16.191885986328124, No
599, 4316.16, 384.0, 16.191885986328124, No
600, 4224.0, 384.0, 16.191885986328124, No
601, 4121.6, 384.0, 16.191885986328124, No
602, 4029.44, 384.0, 16.191885986328124, No
603, 3927.04, 384.0, 16.191885986328124, No
604, 3834.88, 384.0, 16.191885986328124, No
605, 3732.48, 384.0, 16.191885986328124, No
606, 3635.2000000000003, 384.0, 15.361024169921876, No
607, 3537.92, 384.0, 16.191885986328124, No
608, 3435.52, 384.0, 16.191885986328124, No
609, 3338.2400000000002, 384.0, 15.361024169921876, No
610, 3240.96, 384.0, 16.191885986328124, No
611, 3138.56, 384.0, 16.191885986328124, No
612, 3036.16, 384.0, 16.191885986328124, No
613, 2938.88, 384.0, 15.361024169921876, No
614, 2841.6, 384.0, 16.191885986328124, No
615, 2739.2000000000003, 384.0, 16.191885986328124, No
616, 2636.8, 384.0, 16.191885986328124, No
617, 2534.4, 384.0, 16.191885986328124, No
618, 2442.2400000000002, 384.0, 16.191885986328124, No
619, 2339.84, 384.0, 16.191885986328124, No
620, 2237.44, 384.0, 16.191885986328124, No
621, 2135.04, 384.0, 16.191885986328124, No
622, 2032.64, 384.0, 16.191885986328124, No
623, 1935.3600000000001, 389.12, 20.48102294921875, No
624, 1832.96, 389.12, 20.48102294921875, No
625, 4316.16, 286.72, 15.361024169921876, No
626, 4218.88, 286.72, 10.241024169921875, No
627, 4121.6, 286.72, 15.361024169921876, No
628, 1838.08, 291.84000000000003, 16.191885986328124, No
629, 4024.32, 281.6, 15.361024169921876, No
630, 3927.04, 281.6, 16.191885986328124, No
631, 3824.64, 281.6, 16.191885986328124, No
632, 3732.48, 281.6, 16.191885986328124, No
633, 3630.08, 281.6, 16.191885986328124, No
634, 3537.92, 281.6, 16.191885986328124, No
635, 3435.52, 281.6, 16.191885986328124, No
636, 3333.12, 281.6, 16.191885986328124, No
637, 3235.84, 281.6, 15.361024169921876, No
638, 3138.56, 281.6, 16.191885986328124, No
639, 3036.16, 281.6, 16.191885986328124, No
640, 2933.76, 281.6, 16.191885986328124, No
641, 2841.6, 281.6, 16.191885986328124, No
642, 2739.2000000000003, 281.6, 16.191885986328124, No
643, 2636.8, 281.6, 16.191885986328124, No
644, 2534.4, 281.6, 16.191885986328124, No
645, 2437.12, 286.72, 20.48102294921875, No
646, 2339.84, 281.6, 16.191885986328124, No
647, 2237.44, 281.6, 16.191885986328124, No
648, 2135.04, 281.6, 16.191885986328124, No
649, 2037.76, 286.72, 20.48102294921875, No
650, 1935.3600000000001, 286.72, 20.48102294921875, No
651, 4316.16, 189.44, 16.191885986328124, No
652, 4213.76, 189.44, 16.191885986328124, No
653, 4121.6, 189.44, 16.191885986328124, No
654, 4019.2000000000003, 189.44, 16.191885986328124, No
655, 3927.04, 189.44, 16.191885986328124, No
656, 3824.64, 189.44, 16.191885986328124, No
657, 3630.08, 184.32, 15.361024169921876, No
658, 3333.12, 184.32, 15.361024169921876, No
659, 2237.44, 189.44, 16.191885986328124, No
660, 2135.04, 189.44, 16.191885986328124, No
661, 2032.64, 189.44, 16.191885986328124, No
662, 1930.24, 189.44, 16.191885986328124, No
663, 1832.96, 189.44, 15.361024169921876, No
664, 3732.48, 179.20000000000002, 16.191885986328124, No
665, 3527.6800000000003, 179.20000000000002, 16.191885986328124, No
666, 3435.52, 179.20000000000002, 16.191885986328124, No
667, 3230.7200000000003, 179.20000000000002, 16.191885986328124, No
668, 3138.56, 179.20000000000002, 16.191885986328124, No
669, 3036.16, 179.20000000000002, 16.191885986328124, No
670, 2933.76, 179.20000000000002, 16.191885986328124, No
671, 2831.36, 179.20000000000002, 16.191885986328124, No
672, 2739.2000000000003, 179.20000000000002, 16.191885986328124, No
673, 2636.8, 179.20000000000002, 16.191885986328124, No
674, 2534.4, 179.20000000000002, 16.191885986328124, No
675, 2437.12, 184.32, 20.48102294921875, No
676, 2334.7200000000003, 184.32, 20.48102294921875, No
